INADIMPLENTE,CREDITO_CONCEDIDO,GENERO,ESCOLARIDADE,ESTADO_CIVIL,IDADE,ATRASO_PARCELA_M_0,ATRASO_PARCELA_M_2,ATRASO_PARCELA_M_3,ATRASO_PARCELA_M_4,ATRASO_PARCELA_M_5,ATRASO_PARCELA_M_6,SALDO_PAGO_PARCELA_1,SALDO_PAGO_PARCELA_2,SALDO_PAGO_PARCELA_3,SALDO_PAGO_PARCELA_4,SALDO_PAGO_PARCELA_5,SALDO_PAGO_PARCELA_6,VALOR_PAGAMENTO_ANTERIOR_1,VALOR_PAGAMENTO_ANTERIOR_2,VALOR_PAGAMENTO_ANTERIOR_3,VALOR_PAGAMENTO_ANTERIOR_4,VALOR_PAGAMENTO_ANTERIOR_5,VALOR_PAGAMENTO_ANTERIOR_6
0,160000,2,2,2,37,-2,-1,-1,-1,-1,-1,7596,898,850,1729,5696,0,920,852,1759,5707,0,0
0,500000,2,3,2,44,0,0,0,0,0,0,206766,196931,190584,124514,211301,200525,20077,20972,5045,100055,10018,10197
1,206307,1,2,2,27,-1,-1,0,0,0,-1,6928,24340,17646,9017,2042,3332,24478,3922,6083,990,3470,5032
0,140000,1,1,2,37,-1,-1,-1,-1,-1,-1,291,291,291,291,291,441,291,291,291,291,441,291
0,210000,2,1,2,32,-1,2,-1,-1,-1,-1,552,276,381,404,943,1909,0,381,404,943,1909,465
0,170000,1,2,1,40,-1,-1,-1,-1,-1,-1,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665
0,50000,1,3,1,53,0,0,0,0,0,0,6618,7641,8651,8824,9008,9187,1133,1143,316,326,328,339
0,40000,1,1,2,24,0,0,0,2,0,0,36904,34372,38496,37580,38820,39693,1600,6700,0,2000,1700,1400
0,20000,1,1,2,26,0,-1,-1,-1,-1,-1,1490,3150,10464,0,1690,18156,3150,10464,0,1690,18156,19800
1,70000,1,2,1,40,2,2,2,2,2,2,61285,62679,63687,64064,65083,66756,3000,2604,2034,2658,2846,273
1,140000,2,2,2,24,-2,-2,-2,-2,-2,-2,137037,127771,124714,73593,73344,78629,5053,3615,2573,2858,8000,2000
0,60000,2,1,2,27,0,0,0,0,0,0,23690,22413,17399,16553,14259,14134,1283,1584,1217,496,662,489
0,280000,2,3,1,61,0,0,0,0,0,0,162734,146990,149201,152377,155764,148302,7000,6000,5500,5800,5200,6000
1,232531,1,2,1,42,2,2,2,2,2,2,208140,216293,220071,218416,234210,233786,11954,8734,3734,21750,3519,2
1,80000,1,3,1,52,1,2,2,2,2,2,13701,13034,4119,2705,2855,1411,0,1200,0,1411,0,390
0,240000,2,2,2,36,2,2,0,0,0,0,247477,241976,242629,239438,203445,203585,11,10949,9419,7461,7601,7501
0,360000,2,1,1,35,0,0,0,0,0,0,101953,125238,205209,125982,128161,136447,25238,4385,11939,5681,10447,8010
1,490000,1,1,1,43,2,-1,-1,-2,-1,-1,3956,3081,0,0,2236,3052,3081,0,0,2236,3052,3159
1,30000,1,1,2,27,2,2,3,2,2,1,19533,24469,24058,23633,22840,23784,5281,273,246,0,1606,273
1,40000,2,1,2,26,1,2,2,2,1,1,5691,9885,9596,10430,10520,10215,4471,17,993,403,12,2197
1,80000,1,2,2,36,0,0,0,0,0,1,25646,26920,27252,28405,26941,24890,2927,878,2111,1374,742,1327
0,390000,2,1,1,33,0,-1,0,0,0,0,5602,48329,45281,31219,24962,17002,48329,2287,1500,4962,815,10000
1,50000,2,1,2,31,1,2,0,0,2,2,1129,1111,3186,6527,3328,33166,0,3000,3341,0,30000,0
1,103353,2,2,1,34,0,0,1,0,0,1,102702,112277,110965,112652,117554,130562,12309,1464,4657,7446,16063,6112
1,90000,1,1,2,31,2,0,0,0,0,0,90226,90378,27831,28790,29087,28941,2500,1500,1443,1100,1042,2000
1,30000,2,2,1,38,0,0,0,0,0,2,15311,16332,18968,18130,19567,19111,1275,2908,806,1739,0,913
0,330000,2,1,2,24,0,0,0,0,0,0,341499,334929,317997,274132,267622,261246,12500,10882,9902,10000,10000,17629
0,50000,2,1,2,26,0,0,0,0,0,0,48150,47684,47528,48525,45790,46764,1797,2113,2500,1742,1817,2000
1,153294,2,1,1,37,1,1,1,1,1,1,74463,67098,68628,69699,71011,72769,3000,3201,2798,2865,3000,2865
0,150000,2,3,2,28,0,0,0,0,0,0,100623,101593,101886,101441,100829,101913,4700,4000,4032,3410,4000,3665
0,180000,2,2,2,30,0,0,0,0,0,0,174104,171889,172288,175557,178010,178976,7000,8000,8000,7001,6600,7000
0,260000,2,1,1,36,0,0,0,0,-1,0,88273,91908,90857,-81334,142645,149655,6000,5020,81569,331788,10002,5003
0,50000,2,3,1,48,0,0,0,0,0,0,47945,35712,23177,8550,6373,5848,4100,1150,1200,1000,1000,1500
1,120000,1,1,1,49,-1,0,-1,-1,0,-1,429,377,377,1673,377,829,326,377,1673,0,829,128
1,200000,2,1,1,38,-1,1,-1,-1,-1,-1,4251,1350,2382,422,182,5968,239,2383,423,529,6579,2556
0,160000,1,2,1,47,-1,-1,-1,-1,-1,0,988,779,637,2667,16746,23591,779,638,2670,16746,7069,7000
1,240000,1,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,10000,1,2,2,24,-1,2,2,2,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0
1,50000,1,2,2,36,2,2,2,2,2,2,32899,34076,34522,33668,35323,36588,2000,1300,0,2200,2000,1500
1,20000,1,2,2,35,0,0,0,0,0,0,19600,19694,19945,20051,19472,19830,1312,1363,1249,1000,2000,1000
1,50000,2,3,1,49,0,0,0,0,0,-2,49195,48496,49412,49590,0,0,47000,2000,1000,0,0,0
0,210000,2,3,1,35,0,0,0,0,0,0,79662,25442,26823,32032,37457,43814,3000,1791,6000,6000,7000,5000
1,30000,2,3,1,39,0,0,0,0,0,0,30238,30166,29745,27468,27436,27613,2000,1635,1438,796,5000,1000
1,130000,2,1,1,37,-1,-1,-1,-2,-1,-1,5447,1090,0,0,65,0,1091,0,0,65,0,59
1,20000,1,2,2,24,2,2,2,2,1,1,17756,17176,19665,19068,18684,19913,0,2971,0,250,1527,255
1,405623,1,2,1,39,0,-1,-1,-1,-1,-1,56115,840,840,840,813,1208,840,840,840,814,1235,126783
0,50000,1,2,2,28,0,0,0,0,0,0,16889,17868,18028,38126,18690,19082,1271,1711,20809,668,692,740
0,30000,2,3,2,26,2,3,2,0,0,0,26412,25700,24989,25068,26145,27219,0,0,1500,1500,1500,1050
1,75453,2,2,1,28,0,0,0,0,0,0,28963,29317,28484,20893,4808,3176,2745,937,1455,454,0,1818
0,50000,1,2,2,37,5,4,3,2,0,0,19859,19268,18687,17956,17710,18710,0,0,0,354,1000,1000
1,30000,2,1,2,23,1,0,0,0,0,0,18371,12458,7761,5266,2482,3103,674,1467,617,468,1532,349
1,100000,1,1,2,30,0,0,0,0,0,0,100544,101167,101007,97862,79099,79812,4511,3711,3685,2797,2897,3046
1,30000,2,1,1,33,0,0,0,-1,-1,-1,23300,14471,1815,1600,239,782,1439,349,315,239,782,199
1,10000,1,1,1,24,1,1,2,0,0,2,6876,9109,8814,9944,9972,9661,2508,0,1291,1076,0,500
0,50000,1,2,2,27,0,0,0,0,0,0,49321,47912,39421,40165,41198,43766,1700,2000,1700,1700,3400,1000
0,290000,2,2,2,34,0,0,0,0,0,0,305781,310403,315048,314085,317631,315820,12012,12012,12012,11016,11088,12031
0,50000,2,2,2,26,1,2,2,2,2,3,18253,20539,20616,20977,23287,22637,2900,700,1000,2970,0,0
1,90000,2,2,1,25,0,1,0,0,0,0,88116,79915,75251,64613,65194,67065,3000,3434,2923,2908,2919,4646
0,150000,2,1,2,30,-1,-1,-1,0,0,-1,7015,0,6700,6700,7427,13583,0,6700,0,727,13583,4973
0,130000,2,1,1,23,1,2,-1,-1,-1,-1,126885,62717,29615,22110,15352,10452,239,29615,22135,15352,10452,4623
1,240000,1,2,1,38,-1,0,-1,-1,-1,-1,427,275,275,275,275,361,123,275,275,275,361,275
0,220000,1,2,2,30,0,0,0,0,0,0,217800,189016,137788,106713,96588,22743,7261,5170,4054,4500,1225,110000
0,20000,2,3,2,48,0,0,0,0,0,0,17332,18600,17947,18758,19292,19201,1580,1367,1178,712,742,2000
1,46211,2,1,2,22,0,0,0,0,0,0,42498,32268,21294,19604,21303,20645,2419,2378,1378,2000,1378,1832
1,340000,1,1,2,44,0,0,0,0,0,0,83059,85634,73950,59324,156094,110234,20000,5000,2000,112000,4234,4000
0,100000,2,3,1,42,-1,-1,-1,-1,-1,-1,1651,631,3611,631,631,0,631,3611,631,631,0,2113
0,500000,2,1,1,33,-1,-1,-1,0,0,-1,3994,7222,33823,130689,77736,151,8022,34000,100028,0,151,2682
1,30000,1,2,1,44,0,0,0,0,0,0,2772,6080,8646,9790,11968,12703,3784,2778,1493,2557,1223,397
1,80000,2,2,1,54,2,2,2,2,2,2,48298,49402,50416,51293,50170,53391,2200,2100,2000,0,4200,2100
0,60000,1,2,2,53,0,0,0,0,0,0,56765,57849,57432,27126,27579,29085,3000,4000,2000,2000,2000,2000
0,180000,2,2,1,35,-1,-1,-1,-1,-2,-1,1866,590,360,0,0,414,590,360,0,0,414,0
0,50000,1,3,2,30,0,0,0,0,-2,-2,49631,49641,50355,0,0,0,3000,2000,0,0,0,0
1,500000,2,1,1,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170
1,10000,2,2,1,36,1,2,2,1,0,0,8075,8626,9931,9290,9513,0,1082,1518,180,801,0,0
0,280000,2,1,1,41,-2,-1,0,0,-2,-2,939,8188,36670,0,1455,3023,8188,30000,0,1455,3023,24668
0,50000,1,1,2,46,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0,0,0
1,220000,1,1,1,39,2,0,0,-1,-1,-1,1708,1529,0,358,0,358,179,0,358,0,358,179
1,50000,1,2,1,27,0,0,0,-1,1,0,50098,42225,31464,44364,43608,37739,1961,2155,44622,356,1451,1372
1,60000,1,2,1,29,0,1,1,2,2,2,10453,11618,11647,11842,11893,11963,1735,627,669,528,669,165
1,80000,1,1,2,32,2,2,1,1,1,1,60570,61142,62565,63640,64661,68186,2163,2863,2613,2577,4640,2017
0,280000,1,1,1,42,-2,-1,-1,0,0,-2,1751,22046,63729,55664,31014,28903,22909,64167,1113,32000,578,1768
0,210000,2,2,1,30,1,-1,-1,0,0,-1,0,241,4651,4746,3938,3479,241,4651,95,301,3479,1000
1,50000,1,3,1,37,-1,-1,2,2,-1,-1,3057,3427,3207,0,1250,5245,3000,0,0,1250,5245,0
1,20000,1,2,1,32,0,0,-2,-2,-2,-2,15910,0,0,0,0,0,0,0,0,0,0,0
0,210000,1,1,2,28,-1,-1,-1,-1,-1,-1,1832,1074,1002,711,420,1572,1074,1002,711,420,1572,0
1,10000,1,2,2,22,0,0,0,0,0,0,9517,9688,9078,9782,9234,9175,1289,1391,1186,360,903,496
0,330000,1,1,2,25,0,0,0,0,2,0,46140,45781,48139,51137,39450,25358,2504,4007,5056,74,1023,2566
1,408675,1,1,1,41,2,0,0,0,0,0,349988,355662,363348,367089,376688,366706,13072,14495,15410,13979,13510,13890
0,360000,2,1,2,28,-1,-1,-1,-1,-1,-1,276,0,502,0,1017,0,0,502,0,1017,0,359
1,100000,1,2,1,46,2,2,2,2,2,2,82576,84285,88059,86853,88031,90008,3963,6033,1107,3263,3563,3603
0,30000,1,2,2,23,0,0,0,0,0,0,27044,28384,29037,29667,29669,29995,2000,1427,1291,1029,1229,549
0,20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700
0,110000,2,2,1,33,0,0,0,0,0,0,115895,115609,113984,112510,112319,110730,6000,5500,4000,4000,4100,4000
0,80000,2,1,1,44,0,0,0,0,0,0,68677,68947,67025,64850,63658,63005,3152,2873,2380,2401,2492,2073
1,300000,1,1,1,52,-1,-1,-1,-1,-1,-1,130,350,0,453,295,231,350,0,453,295,231,0
0,230000,1,2,2,28,-1,-1,-1,-1,-1,-1,651,651,651,0,651,1496,651,651,0,651,1496,1953
0,360000,2,1,1,48,0,0,0,0,0,0,202783,202036,202918,202197,199002,197781,10000,10000,10000,7500,8000,8000
0,70000,2,1,1,29,0,0,0,0,0,0,68494,68532,69475,69582,69589,68728,3200,3300,3100,2800,2600,2940
0,70000,2,1,2,24,0,0,2,2,2,2,48432,52650,53099,51648,55409,54366,5000,1900,0,4600,0,2300
0,30000,2,3,1,41,0,0,2,0,0,0,30518,34984,30321,23610,20614,18873,5002,7,1511,5005,5183,5108
1,50000,1,2,1,33,0,0,0,0,0,0,47435,48477,48516,45242,9500,9626,2000,2119,1301,701,430,357
1,40000,2,2,2,37,1,2,2,2,2,2,7613,7343,15184,14643,18385,17950,0,8000,0,4000,0,6000
0,200000,1,4,1,35,-2,-2,-2,-1,0,0,3000,5752,5028,13784,14482,11836,5752,5028,13800,2900,3100,305
0,30000,2,3,1,47,1,2,2,2,0,0,13012,13502,13892,14369,15333,16289,1000,900,1000,1200,1200,1200
1,50000,2,2,1,28,0,0,2,2,2,0,40300,45457,44732,47064,46160,47095,5820,301,3386,0,1831,2107
0,170000,2,1,1,30,-1,-1,-1,-2,-1,-1,364,14662,0,0,1861,-167,14662,0,0,1861,0,334
0,70000,2,1,2,29,0,0,0,2,2,2,40048,40783,44205,44784,43763,46646,1700,4100,1600,0,3600,2000
0,310000,2,2,2,28,0,0,0,0,0,0,311380,314131,301646,292673,253269,256259,11264,10979,10950,9281,9304,9885
0,50000,1,3,1,54,1,2,2,0,0,2,49271,24982,25142,15498,16613,16197,1000,1000,1000,1366,0,1552
1,217812,1,2,1,30,0,0,0,0,1,0,159280,172016,175152,184346,182891,176112,14375,5230,11104,866,5500,4854
0,410000,1,1,2,33,-1,-1,-1,0,0,0,4111,874,25014,26184,21515,15656,897,26880,15083,12049,4077,5541
1,50000,1,2,1,36,0,0,0,-1,-1,-1,1736,2476,448,736,552,368,2463,0,472,0,0,0
1,50000,1,2,1,55,0,0,0,0,0,0,42588,42303,42583,8776,12343,14561,2054,1966,485,4548,3259,1713
0,160000,2,1,1,51,0,0,-1,-1,-1,0,63406,64176,2348,2447,10968,10934,2901,2348,2447,10968,531,208
1,150000,2,1,1,51,0,2,2,0,0,-1,3373,3218,1130,2023,2129,6706,27,797,1696,1796,6404,15
0,200000,2,1,2,34,-1,-1,-1,-1,0,0,692,-6,890,14137,18067,24306,0,896,14337,7022,12000,16045
1,80000,1,2,1,45,2,2,2,0,0,0,48632,49700,49437,50614,51667,52652,2158,825,2293,2293,1976,1587
1,20000,1,2,1,42,1,0,0,0,0,0,18661,18862,19649,20027,19832,4696,1021,1816,987,465,142,317
0,60000,1,2,2,24,0,0,0,0,0,2,60753,54892,59268,17967,20309,17867,2800,6100,621,2609,0,756
0,100000,1,3,2,47,0,0,0,0,0,-2,94667,97088,99520,102650,0,0,4000,4000,5000,0,0,0
1,30000,1,1,1,40,0,0,0,2,2,2,25629,26816,29843,28832,30088,29246,1920,3600,0,2400,0,1539
0,180000,1,2,1,70,0,0,0,0,0,0,12216,13724,15495,16232,16958,17685,1724,2000,1300,1000,1000,792
1,60000,1,1,1,31,1,0,0,0,2,2,29732,30133,31739,33396,34174,34005,1175,2292,2305,1458,536,1376
0,220000,1,3,2,33,0,0,0,0,0,0,62770,86968,57675,75892,49548,35530,40000,25000,25000,10000,10000,10000
0,450000,1,1,1,30,0,0,-2,-2,-2,-2,25244,0,0,0,0,0,0,0,0,0,0,134745
1,30000,1,2,1,32,0,0,0,0,0,0,31656,30199,26434,21718,18857,2016,1328,1417,1409,974,2016,2421
1,70000,1,1,2,28,0,0,0,0,0,0,48906,50167,51234,52194,53742,47696,2050,2100,2001,1997,2099,1500
0,100000,2,2,1,30,-1,0,0,0,-1,-1,100037,101163,102712,99925,836,79013,3607,4001,2449,2836,79263,2442
1,80000,1,2,1,46,-1,-1,1,-1,-1,-1,395,754,395,768,50,409,754,36,768,50,409,531
1,250000,1,1,1,39,0,0,0,0,0,0,4821,8602,5614,5638,4122,2567,744,2631,1973,65,657,3947
0,120000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,170000,2,2,1,30,0,0,0,2,0,0,130264,120640,135235,131393,133042,117378,6110,18130,0,5000,5662,4500
1,30000,1,2,1,36,1,2,2,0,0,0,15455,15538,15574,17020,18325,19620,630,579,1710,1592,1654,294
0,320000,2,1,2,30,-2,-2,-2,-2,-2,-2,1259,5152,4257,-3,-3,670,5177,4278,0,0,673,11288
1,230000,2,2,1,46,-1,-1,-1,-1,-1,-1,782,316,0,632,316,2398,316,0,632,316,2398,1783
0,400000,1,2,1,34,0,0,0,0,0,0,372724,394443,398634,210628,203102,85374,28000,14547,8078,6500,5000,3012
0,50000,2,2,2,23,0,0,0,2,2,-2,26001,16982,19313,18700,0,0,1282,2613,0,0,0,0
0,50000,1,1,2,27,1,-2,-2,-2,-2,-2,-2900,-2900,-2900,-2900,-2900,-2900,0,0,0,0,0,0
0,260000,2,2,2,30,-1,-1,-1,-1,-1,-1,165,165,274,165,333,165,165,274,165,333,165,293
0,20000,2,1,2,23,0,0,0,0,2,0,23809,24798,24258,24172,21959,20898,1700,1800,2350,0,1000,2700
1,80000,1,2,2,24,1,-2,-2,-1,2,2,-1461,-1461,-1458,16950,16475,19284,0,3,18950,0,5889,0
0,140000,1,1,2,27,0,0,0,0,0,0,7845,12338,13919,14019,4347,4729,5000,3000,300,500,4000,6000
1,220000,1,1,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,220000,1,1,2,29,0,1,1,1,1,1,32066,30893,32372,31723,33133,31061,620,3317,1241,3077,235,4187
1,20000,1,2,1,42,0,0,0,0,0,0,16324,17149,18165,18768,19272,19721,1288,1304,907,810,881,669
1,260000,2,1,2,29,-1,-1,-1,-1,-1,-1,2377,1322,4476,731,2444,969,1406,4480,731,2444,969,1001
1,50000,2,3,2,49,0,0,2,0,0,0,46468,50669,48701,49066,30177,29274,5000,0,2500,1151,1156,1052
0,240000,2,1,1,34,-2,-1,-1,-2,-2,-2,597,6449,626,626,626,626,6507,626,626,626,626,626
1,70000,1,1,2,30,2,2,0,0,0,0,34985,34146,35271,35986,36905,37641,0,2000,1300,1500,1500,1576
0,390000,1,1,1,32,0,0,0,0,0,0,26214,25100,34131,31120,15768,30831,6000,10778,7063,7060,30009,10025
1,150000,2,2,1,30,1,2,0,0,0,0,36472,33947,35518,30564,21849,25168,0,5035,5000,900,10000,7000
1,150000,2,1,1,30,-1,-1,-1,-1,-1,0,1994,3657,30881,3701,1107,446,3657,30881,3701,1107,29,40
0,20000,2,2,1,25,0,0,3,2,0,0,17294,21821,21197,20400,20000,20000,4821,0,0,0,0,0
0,430000,1,3,2,38,-2,-2,-2,-2,-2,-2,37693,3390,5930,33736,23558,8118,3507,5960,39507,11838,8158,8509
0,60000,2,1,2,31,-1,-1,-1,0,0,-1,9815,11093,699,699,0,1000,11160,699,0,0,1430,850
1,160000,1,2,1,39,0,0,-1,-1,-1,-1,2435,-1,143,0,147,0,0,144,0,147,0,98
0,20000,2,2,2,27,0,0,0,0,0,0,15703,17140,18127,18605,16351,16928,2000,1600,1030,1000,1000,1000
1,30000,2,3,1,45,1,0,0,0,0,0,28615,29752,30533,30512,31219,29975,1905,1780,1357,1242,553,1073
0,260000,1,1,2,30,-1,0,0,0,0,0,182329,181133,177351,175130,182154,188264,10000,10000,10000,10000,10000,17000
0,100000,2,3,2,50,0,0,0,2,0,0,82397,84027,88734,86369,89994,89681,3004,7500,0,5001,3390,4000
1,30000,1,4,2,22,0,0,0,0,0,-2,25109,26241,26219,15082,0,0,1594,1142,1005,0,0,0
1,60000,1,2,1,36,0,0,0,0,0,0,19280,20363,21481,22532,23741,25685,1469,1462,1753,1724,2460,2690
0,200000,1,1,1,45,-2,-2,-2,-2,-2,-2,3659,1710,5033,1125,1088,4469,1718,5069,1130,1093,4491,0
0,60000,2,2,1,59,4,4,4,5,4,3,54506,56998,59111,59595,58079,56892,4000,3601,2000,0,0,0
1,130000,1,1,2,24,2,0,0,0,0,0,127176,130066,131277,97699,99215,98318,6488,5186,3448,3548,3968,3680
0,280000,2,1,2,35,0,0,0,0,0,0,211645,213513,106539,106361,108590,110915,6445,5245,3800,3881,4069,4035
1,110000,1,2,2,25,0,0,2,0,0,2,23459,27157,26549,34222,44062,45036,4000,0,9000,10700,1700,0
0,20000,1,2,2,32,0,0,-1,0,0,0,4485,4843,15992,14897,12792,10042,1000,16000,600,1000,500,0
1,200000,1,2,2,29,2,2,2,4,4,4,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0
0,90000,1,2,2,27,0,0,2,2,2,2,20249,44731,43712,52966,51988,56117,25000,0,10000,0,5000,3150
1,30000,2,1,2,22,0,0,0,1,1,0,29475,30156,28901,26662,18915,14156,1544,2611,1837,254,970,601
1,50000,1,2,1,40,1,1,1,1,-1,-1,20162,16297,12654,8,84,12,2829,405,89,89,17,80
1,366689,2,2,1,36,0,0,0,0,0,0,99910,32754,17342,26199,25392,11433,20413,8380,17369,17019,7418,17989
1,270000,1,1,1,40,-1,-1,-1,0,-1,-1,227,227,455,227,227,227,227,455,0,227,227,227
0,70000,1,2,1,54,-1,0,0,0,0,0,20706,21410,22437,23448,23914,24415,1351,1378,1389,855,885,1132
1,20000,1,2,2,33,0,0,2,0,0,-2,6393,8665,8339,8756,0,0,2386,0,478,0,0,0
1,30000,1,2,2,24,0,1,1,1,0,0,27074,26731,28624,27814,28408,30156,376,2650,188,1040,2290,0
0,360000,1,2,2,29,0,0,0,0,0,0,114527,119487,113438,112940,122122,121547,20046,5046,10000,10048,10043,5014
0,100000,2,1,2,29,0,0,0,0,0,0,33330,36282,38673,43014,48300,57497,3500,3000,5000,6000,10000,0
0,30000,2,2,2,27,0,0,0,0,0,-2,11228,11814,5240,400,0,0,1104,1400,0,0,0,0
1,90000,2,1,2,26,2,0,0,0,0,0,89526,89149,85301,65463,65923,67269,3400,3325,2300,2400,2400,2400
1,307558,1,1,1,38,0,-1,0,-1,1,0,522,2038,1777,132995,127141,114310,2038,197,133113,1422,13523,3247
1,20000,1,2,2,34,1,2,0,0,1,0,7129,6870,10757,11155,11199,13527,0,4127,873,436,2690,3098
0,50000,2,1,2,26,1,-2,-2,-1,0,0,0,0,0,6954,7361,6957,0,0,6954,500,1000,500
1,100000,1,1,2,30,2,2,2,2,2,2,56194,58419,58357,58799,61122,63676,3758,1467,1994,3752,3660,2164
0,100000,2,1,1,46,0,0,0,2,0,0,39245,41602,47885,46817,48400,51588,3000,7000,0,2500,4000,0
1,50000,1,2,1,34,0,3,2,2,1,0,50570,49749,48542,47857,46975,47902,490,561,510,357,1957,1865
1,10000,1,2,1,44,1,-1,-1,-1,-1,-2,-16,813,0,662,0,0,830,0,662,0,0,0
0,430000,2,2,1,47,-1,-1,-1,-1,-1,-1,1343,909,5271,757,157,157,909,5319,757,157,157,5989
0,20000,2,3,1,44,0,0,2,2,2,0,20313,20111,18057,18536,11532,19450,3030,0,2175,0,10000,931
1,20000,2,1,2,23,-1,-1,-1,-1,-1,-1,1174,1283,0,2616,600,0,1283,0,2616,600,780,1398
1,40000,2,1,1,24,0,0,0,0,0,0,28358,33159,38238,37825,35197,34588,5514,5867,6731,2927,4195,5000
1,30000,2,1,2,22,1,2,1,0,0,0,27164,25716,22268,20154,9780,214,511,704,488,80,214,0
1,10000,1,2,2,23,1,1,1,1,1,1,10009,9592,9964,10089,9604,9652,625,1455,760,480,1480,223
0,430000,2,1,2,29,0,0,0,0,0,0,111409,114071,116749,118319,121351,125225,6000,6000,5000,5000,6000,5000
1,300000,1,1,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,180000,2,1,2,27,0,0,0,0,0,0,101489,78738,78639,44295,44113,37805,10006,8000,1610,10000,1333,8818
0,160000,2,2,1,41,1,-1,-1,-1,-1,-1,0,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496
0,70000,2,2,2,29,0,0,0,0,0,0,20244,65072,61652,62788,57325,53415,50005,2312,2237,2038,2000,2127
0,350000,1,2,1,37,0,0,0,0,0,0,219376,221056,224591,255247,259512,283724,7669,7957,35300,9247,29459,20000
1,110000,1,2,2,51,0,0,0,0,0,0,25707,26740,27871,28858,29541,27977,1400,1500,1400,1000,1000,760
0,100000,2,1,2,25,0,0,0,0,2,0,13201,14671,16120,18588,13272,13549,2000,2000,2786,0,639,700
0,70000,2,2,2,34,0,0,0,0,0,0,62694,63995,66446,67786,69686,70500,1818,3000,1903,2458,1900,0
1,30000,2,2,2,27,2,2,2,1,1,1,15024,16178,16299,16521,16902,17362,1670,720,757,777,873,790
0,400000,2,2,2,27,1,-2,-1,-1,-2,-1,0,0,890,0,0,1180,0,890,0,0,1180,1470
1,20000,1,2,1,51,0,0,0,2,0,0,10227,11242,13528,13038,14446,16272,1488,2779,24,1644,2061,24
1,160000,2,1,1,35,-1,-1,-1,-1,-1,-1,169,932,3329,3734,1466,13935,780,3347,3917,1509,14000,1372
0,260000,2,2,2,29,-2,-2,-2,-2,-2,-2,4400,942,1058,2106,2282,2531,942,1058,2106,2282,2531,0
1,80000,2,2,2,22,-1,-1,-1,-1,-2,-2,1247,0,32320,0,0,0,0,32320,0,0,0,0
0,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0,632,0,3152,316,0
1,70000,2,1,1,34,1,2,2,2,2,2,51188,53187,54977,56351,55054,58391,3457,3243,2872,179,4402,2393
0,130000,1,3,2,28,0,0,0,0,0,0,132703,132258,133781,133834,132336,132614,5000,6900,7000,7000,6000,5500
0,160000,2,2,2,27,0,0,0,0,0,-2,78592,80240,39835,41150,0,0,3700,1700,2000,0,0,0
1,250000,1,1,1,47,-2,-2,-2,-2,-2,-2,0,0,364,0,0,0,0,364,0,0,0,0
0,70000,1,2,1,35,1,2,2,0,0,0,68375,71660,66948,30406,29128,23597,5000,0,1001,944,5000,5000
1,180000,1,2,1,28,0,0,0,0,0,0,180816,176392,176917,172971,169547,171648,6679,7296,6245,6451,12609,382
0,200000,2,2,1,25,-2,-2,-2,-2,-2,-2,0,0,1257,0,0,0,0,1257,0,0,0,0
0,120000,2,2,2,24,-1,-1,-2,-1,-1,-1,100,0,0,618,9614,39133,0,0,618,9614,39133,1500
1,210000,2,2,1,42,-1,-1,-1,-2,-2,-2,183,3785,0,0,0,0,3792,0,0,0,0,0
1,160000,2,1,1,35,0,-1,-1,-1,-1,-1,1633,2230,0,246,409,4015,2230,0,246,409,4015,3018
0,200000,2,1,2,39,-2,-2,-2,-2,-2,-2,345,355,0,0,907,0,355,0,0,907,0,0
1,156817,2,1,1,44,0,1,1,0,0,0,150055,150376,95446,96818,97732,99424,4786,684,4244,3632,3780,3863
0,50000,2,2,1,52,0,0,0,0,0,0,15377,17121,17832,18532,19233,20650,2000,1300,1000,1000,2000,0
1,20000,1,2,1,31,0,0,0,0,-1,-2,16354,12268,2324,1216,-238,-238,792,1141,1216,0,0,0
0,80000,2,3,1,40,-1,0,0,0,0,0,7111,12774,16817,15274,20043,13318,6500,5000,4025,8000,5000,2000
1,50000,1,1,1,24,0,0,-2,-2,-2,-2,7341,0,0,0,0,0,0,0,0,0,0,0
1,20000,1,3,1,53,3,4,3,2,3,2,15507,14974,14449,15116,14582,14206,0,0,1200,0,0,2230
1,50000,1,3,2,54,1,1,-1,-2,-2,-2,50050,675,-199,-258,-258,-258,78,0,0,0,0,0
1,180000,2,2,1,33,1,1,1,1,1,1,93043,94871,96999,98226,99705,102034,4273,4549,3762,3995,4104,3987
